PageURL,Name,Description,Brand,MPN,GTIN13,SKU,ImageURLs,OfferURL,Price,Currency,Availability,PriceValidUntil
https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Long-Radius-225-Degree-Bend,150mm Heritage Timesaver Cast Iron Soil Pipe Long Radius 22.5 Degree Bend,"150mm Heritage Timesaver Cast Iron Soil Pipe Long Radius 22.5 Degree Bend
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 191633

Return to product list
&amp;nbsp",Heritage Timesaver Soil,191633,191633,191633,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt02l-22.jpg,https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Long-Radius-225-Degree-Bend,272.79,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Short-Radius-45-Degree-Rear-Access-Bend,150mm Heritage Timesaver Cast Iron Soil Pipe Short Radius 45 Degree Rear Access Bend,"150mm Heritage Timesaver Cast Iron Soil Pipe Short Radius 45 Degree Rear Access Bend
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 191643

Return to product list
&amp;nbsp",Heritage Timesaver Soil,191643,191643,191643,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt03-45.jpg,https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Short-Radius-45-Degree-Rear-Access-Bend,210.33,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Short-Radius-875-Degree-Rear-Access-Bend,150mm Heritage Timesaver Cast Iron Soil Pipe Short Radius 87.5 Degree Rear Access Bend,"150mm Heritage Timesaver Cast Iron Soil Pipe Short Radius 87.5 Degree Rear Access Bend
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 191644

Return to product list
&amp;nbsp",Heritage Timesaver Soil,191644,191644,191644,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt03-88.jpg,https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Short-Radius-875-Degree-Rear-Access-Bend,210.33,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Short-Radius-45-Degree-Bend,150mm Heritage Timesaver Cast Iron Soil Pipe Short Radius 45 Degree Bend,"150mm Heritage Timesaver Cast Iron Soil Pipe Short Radius 45 Degree Bend
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 191632

Return to product list
&amp;nbsp",Heritage Timesaver Soil,191632,191632,191632,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt02-45.jpg,https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Short-Radius-45-Degree-Bend,125.04,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Short-Radius-875-Degree-Bend,150mm Heritage Timesaver Cast Iron Soil Pipe Short Radius 87.5 Degree Bend,"150mm Heritage Timesaver Cast Iron Soil Pipe Short Radius 87.5 Degree Bend
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 191634

Return to product list
&amp;nbsp",Heritage Timesaver Soil,191634,191634,191634,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt02-87.5.jpg,https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Short-Radius-875-Degree-Bend,125.04,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Wall-Fixing-Bracket,150mm Heritage Timesaver Cast Iron Soil Pipe Wall Fixing Bracket,"150mm Heritage Timesaver Cast Iron Soil Pipe Wall Fixing Bracket
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 191723

Return to product list
&amp;nbsp",Heritage Timesaver Soil,191723,191723,191723,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt48.jpg,https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Wall-Fixing-Bracket,39.99,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Coupling,150mm Heritage Timesaver Cast Iron Soil Pipe Coupling,"150mm Heritage Timesaver Cast Iron Soil Pipe Coupling
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 191694

Return to product list
&amp;nbsp",Heritage Timesaver Soil,191694,191694,191694,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt01.jpg,https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Coupling,82.65,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Double-Spigot-Soil-Pipe-x-3m,150mm Heritage Timesaver Cast Iron Double Spigot Soil Pipe x 3m,"150mm Heritage Timesaver Cast Iron Double Spigot Soil Pipe x 3m
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 156831

Return to product list
&amp;nbsp",Heritage Timesaver Soil,156831,156831,156831,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt00-1.8m-double-spigot-soil-pipe.jpg,https://www.drainagecentral.co.uk/150mm-Heritage-Timesaver-Cast-Iron-Double-Spigot-Soil-Pipe-x-3m,469.70,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Wall-Spacer-Plate,100mm Heritage Timesaver Cast Iron Soil Pipe Wall Spacer Plate,"100mm Heritage Timesaver Cast Iron Soil Pipe Wall Spacer Plate
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 192425

Return to product list
&amp;nbsp",Heritage Timesaver Soil,192425,192425,192425,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt05e-spacer,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Wall-Spacer-Plate,10.34,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Bracket-To-Suit-Eared-Coupling-192420,100mm Heritage Timesaver Cast Iron Soil Pipe Bracket To Suit Eared Coupling (192420),"100mm Heritage Timesaver Cast Iron Soil Pipe Bracket To Suit Eared Coupling (192420)
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 192333

Return to product list
&amp;nbsp",Heritage Timesaver Soil,192333,192333,192333,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-ef053-pipe-bracket-for-eared-coupler,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Bracket-To-Suit-Eared-Coupling-192420,71.62,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Eared-Slip-Coupling,100mm Heritage Timesaver Cast Iron Soil Pipe Eared Slip Coupling,"100mm Heritage Timesaver Cast Iron Soil Pipe Eared Slip Coupling
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 192422

Return to product list
&amp;nbsp",Heritage Timesaver Soil,192422,192422,192422,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt05s-hertiage-slip-coupling,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Eared-Slip-Coupling,68.80,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Eared-Coupling,100mm Heritage Timesaver Cast Iron Soil Pipe Eared Coupling,"100mm Heritage Timesaver Cast Iron Soil Pipe Eared Coupling
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 192420

Return to product list
&amp;nbsp",Heritage Timesaver Soil,192420,192420,192420,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt05e-eared-hertiage-coupling,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Eared-Coupling,56.75,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Extended-Arm-Bracket-450mm-Heritage,100mm Heritage Timesaver Cast Iron Soil Pipe Extended Arm Bracket (450mm Heritage),"100mm Heritage Timesaver Cast Iron Soil Pipe Extended Arm Bracket (450mm Heritage)
&nbsp;

Saint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.

Saint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.

Benefits of Cast Iron


	Non-combustible fire rated A1
	Excellent acoustic properties
	Minimal expansion
	Strong and robust
	Excellent environmental properties
	Made from up to 99% recycled content
	100% recyclable
	Long life span


Timesaver Soil Coating


	3m Pipes Internally lined with an ochre two-part epoxy coating
	Externally coated in a black acrylic paint.
	Fittings and couplings, Internally and externally coated in a black waterbased paint
	The Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures

The Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.

The Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.

Prestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.

Please Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.

Manufacturer: Saint-Gobain PAM UK

Product Code: 192363

Return to product list
&amp;nbsp",Heritage Timesaver Soil,192363,192363,192363,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-ef053a-extended-arm-bracket,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Extended-Arm-Bracket-450mm-Heritage,71.62,GBP,https://schema.org/InStock,2026-03-24
